,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
468,FSI_469,0,2,5,0,1,100,2,0,1,17/09/2019 ,1,4,24/06/2020 ,nghi phep,co gia dinh,0,165,40,dang bi benh,co,khong,xe may
469,FSI_470,0,0,1,1,0,100,1,0,1,30/06/2020 ,0,1,31/07/2020 ,part time,co gia dinh,2,180,40,khong bi benh,co,co,oto
470,FSI_471,0,0,0,0,0,90,4,4,1,05/01/2020 ,2,5,17/04/2020 ,full time,co gia dinh,3,165,70,khong bi benh,co,khong,xe may
471,FSI_472,0,1,1,0,0,90,0,1,3,25/09/2019 ,0,2,15/06/2020 ,part time,co gia dinh,1,170,60,dang bi benh,khong,khong,xe may
472,FSI_473,3,2,5,0,0,70,1,0,1,01/01/2020 ,4,5,21/09/2019 ,full time,chua co gia dinh,3,175,40,dang bi benh,co,co,xe may
473,FSI_474,0,4,0,4,1,90,1,0,2,30/09/2019 ,2,3,07/06/2020 ,part time,chua co gia dinh,0,175,40,dang bi benh,khong,co,oto
474,FSI_475,0,2,0,2,4,80,3,0,3,02/12/2019 ,5,0,26/02/2020 ,nghi phep,chua co gia dinh,0,150,50,khong bi benh,khong,co,xe may
475,FSI_476,4,5,1,2,0,90,0,5,2,07/05/2020 ,5,0,04/06/2020 ,part time,chua co gia dinh,2,175,70,dang bi benh,khong,co,xe may
476,FSI_477,0,0,1,3,1,70,1,4,3,06/12/2019 ,3,3,27/06/2020 ,nghi phep,co gia dinh,1,165,50,khong bi benh,khong,khong,xe may
477,FSI_478,0,3,0,4,0,70,5,2,1,13/09/2019 ,0,0,22/07/2020 ,part time,co gia dinh,2,165,40,dang bi benh,co,co,bus
478,FSI_479,2,2,0,1,1,100,0,1,3,12/09/2019 ,4,5,23/09/2019 ,full time,chua co gia dinh,0,165,50,khong bi benh,co,khong,xe may
479,FSI_480,1,4,2,0,1,100,0,5,1,09/05/2020 ,1,3,22/03/2020 ,full time,chua co gia dinh,1,180,40,khong bi benh,khong,co,xe may
480,FSI_481,5,0,0,2,5,90,3,1,1,02/12/2019 ,1,0,05/07/2020 ,part time,co gia dinh,1,160,40,dang bi benh,co,co,xe may
481,FSI_482,2,1,4,1,0,90,0,3,3,29/03/2020 ,0,3,23/05/2020 ,nghi phep,co gia dinh,1,150,60,khong bi benh,co,khong,xe may
482,FSI_483,4,0,3,0,0,70,5,1,1,04/10/2019 ,2,2,27/02/2020 ,full time,chua co gia dinh,1,180,60,khong bi benh,co,khong,xe may
483,FSI_484,5,0,3,0,1,90,4,2,1,31/05/2020 ,5,4,22/03/2020 ,part time,co gia dinh,1,170,70,khong bi benh,khong,khong,xe may
484,FSI_485,5,4,4,3,0,80,0,1,2,04/08/2020 ,2,2,06/09/2020 ,full time,co gia dinh,0,150,40,khong bi benh,khong,khong,xe may
485,FSI_486,1,1,0,1,5,80,5,0,2,10/03/2020 ,2,0,05/07/2020 ,part time,chua co gia dinh,2,150,40,dang bi benh,co,co,bus
486,FSI_487,5,0,0,0,5,70,3,0,1,23/09/2019 ,0,2,13/06/2020 ,part time,chua co gia dinh,3,150,40,khong bi benh,co,khong,xe may
487,FSI_488,5,0,4,1,1,80,4,3,2,10/08/2020 ,0,3,17/02/2020 ,nghi phep,co gia dinh,1,165,60,khong bi benh,co,co,xe may
488,FSI_489,5,0,0,0,1,90,1,2,3,20/04/2020 ,2,0,17/12/2019 ,nghi phep,chua co gia dinh,1,180,40,khong bi benh,khong,co,xe may
489,FSI_490,4,1,0,1,3,90,1,0,3,26/04/2020 ,4,0,16/12/2019 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,khong,co,oto
490,FSI_491,1,2,4,0,0,100,2,0,1,03/03/2020 ,4,0,14/02/2020 ,part time,chua co gia dinh,0,175,60,khong bi benh,khong,khong,bus
491,FSI_492,3,1,2,4,0,70,3,0,1,16/10/2019 ,0,4,05/12/2019 ,nghi phep,chua co gia dinh,3,175,40,dang bi benh,co,khong,xe may
492,FSI_493,1,0,2,4,2,90,1,3,1,23/02/2020 ,1,5,09/04/2020 ,full time,co gia dinh,2,165,70,khong bi benh,co,khong,oto
493,FSI_494,1,1,1,1,2,70,1,4,2,21/12/2019 ,2,4,29/07/2020 ,part time,co gia dinh,1,165,40,khong bi benh,co,khong,bus
494,FSI_495,2,2,0,2,1,70,0,4,1,28/05/2020 ,0,4,15/04/2020 ,nghi phep,co gia dinh,2,165,40,dang bi benh,co,khong,xe may
495,FSI_496,0,4,4,4,1,100,0,4,1,03/01/2020 ,0,0,19/02/2020 ,nghi phep,chua co gia dinh,1,150,70,khong bi benh,khong,co,bus
496,FSI_497,5,5,0,1,2,70,3,3,1,31/08/2020 ,5,4,01/11/2019 ,nghi phep,chua co gia dinh,3,165,40,khong bi benh,khong,co,xe may
497,FSI_498,5,0,0,0,1,80,1,2,2,16/09/2019 ,2,1,11/03/2020 ,part time,chua co gia dinh,3,170,60,dang bi benh,co,co,xe may
498,FSI_499,3,3,0,0,0,90,1,0,1,05/12/2019 ,1,2,10/08/2020 ,nghi phep,chua co gia dinh,0,150,40,khong bi benh,co,co,bus
499,FSI_500,2,4,0,0,1,90,2,2,2,26/08/2020 ,0,2,27/09/2019 ,nghi phep,chua co gia dinh,0,180,60,dang bi benh,khong,co,xe may
500,FSI_501,0,2,2,0,1,80,0,2,1,20/05/2020 ,4,3,13/11/2019 ,full time,chua co gia dinh,2,150,50,dang bi benh,khong,khong,xe may
501,FSI_502,2,3,0,0,0,80,2,0,2,07/09/2020 ,1,0,07/02/2020 ,full time,co gia dinh,2,175,60,khong bi benh,khong,co,xe may
502,FSI_503,5,0,1,1,0,80,3,4,2,07/09/2020 ,2,3,07/02/2020 ,full time,chua co gia dinh,0,170,40,dang bi benh,co,co,bus
503,FSI_504,0,1,1,5,5,90,3,1,1,30/06/2020 ,2,1,15/06/2020 ,part time,chua co gia dinh,1,150,70,khong bi benh,khong,khong,xe may
504,FSI_505,3,4,3,4,0,80,3,0,1,24/04/2020 ,2,5,29/02/2020 ,part time,chua co gia dinh,0,170,50,dang bi benh,khong,khong,xe may
505,FSI_506,2,2,2,5,0,90,1,2,2,26/06/2020 ,4,1,23/05/2020 ,nghi phep,chua co gia dinh,0,175,60,khong bi benh,co,khong,xe may
506,FSI_507,1,2,1,5,0,70,3,0,1,07/10/2019 ,2,0,15/11/2019 ,nghi phep,chua co gia dinh,0,150,50,dang bi benh,co,khong,oto
507,FSI_508,3,0,5,2,2,90,5,4,1,28/03/2020 ,2,0,26/04/2020 ,nghi phep,co gia dinh,1,165,50,dang bi benh,co,khong,bus
508,FSI_509,1,2,3,1,4,80,2,2,1,21/04/2020 ,2,1,16/07/2020 ,part time,co gia dinh,0,160,60,khong bi benh,khong,khong,bus
509,FSI_510,0,5,4,1,4,70,5,3,3,15/12/2019 ,2,1,29/05/2020 ,nghi phep,co gia dinh,1,165,70,dang bi benh,khong,co,oto
510,FSI_511,0,4,2,0,4,90,3,2,1,13/05/2020 ,1,0,11/06/2020 ,nghi phep,chua co gia dinh,2,175,70,khong bi benh,khong,co,xe may
511,FSI_512,1,1,1,2,1,90,1,3,1,11/10/2019 ,3,1,17/04/2020 ,full time,chua co gia dinh,0,165,70,khong bi benh,co,co,bus
512,FSI_513,1,4,1,2,0,100,4,0,1,23/03/2020 ,0,2,28/12/2019 ,full time,co gia dinh,0,170,50,khong bi benh,co,co,oto
513,FSI_514,4,3,2,2,3,70,4,0,1,28/01/2020 ,5,3,08/06/2020 ,full time,co gia dinh,0,150,40,khong bi benh,co,co,oto
514,FSI_515,0,5,5,5,2,100,0,0,2,21/05/2020 ,0,5,25/12/2019 ,part time,co gia dinh,0,170,70,khong bi benh,co,khong,bus
515,FSI_516,2,0,0,1,2,100,0,1,3,11/05/2020 ,5,3,18/07/2020 ,full time,co gia dinh,1,175,60,dang bi benh,khong,khong,xe may
516,FSI_517,0,0,5,4,5,90,4,1,3,20/08/2020 ,1,2,13/06/2020 ,nghi phep,chua co gia dinh,1,160,70,khong bi benh,khong,co,xe may
517,FSI_518,4,0,2,2,0,70,1,4,1,27/02/2020 ,3,1,04/09/2020 ,nghi phep,chua co gia dinh,2,165,70,khong bi benh,co,co,oto
518,FSI_519,1,0,4,3,0,90,3,1,3,04/12/2019 ,0,0,02/10/2019 ,part time,chua co gia dinh,3,175,50,khong bi benh,co,khong,oto
519,FSI_520,2,1,2,0,3,90,3,2,1,06/12/2019 ,3,5,19/01/2020 ,nghi phep,co gia dinh,0,170,60,dang bi benh,khong,khong,oto
520,FSI_521,2,2,3,0,2,80,0,0,2,04/12/2019 ,1,0,22/08/2020 ,full time,co gia dinh,2,165,40,dang bi benh,khong,khong,xe may
521,FSI_522,2,2,1,1,1,100,1,4,1,10/10/2019 ,3,1,21/06/2020 ,full time,chua co gia dinh,2,150,60,dang bi benh,khong,co,xe may
522,FSI_523,1,4,3,1,0,70,0,0,2,08/01/2020 ,1,4,20/03/2020 ,part time,co gia dinh,2,160,40,khong bi benh,khong,khong,bus
523,FSI_524,5,1,5,2,3,80,1,1,1,26/02/2020 ,3,0,08/03/2020 ,part time,chua co gia dinh,1,165,40,dang bi benh,co,khong,oto
524,FSI_525,0,0,5,1,2,100,2,2,3,03/03/2020 ,0,0,10/08/2020 ,nghi phep,chua co gia dinh,2,150,70,khong bi benh,co,co,oto
525,FSI_526,1,4,0,5,0,80,0,0,1,30/11/2019 ,2,5,07/05/2020 ,full time,co gia dinh,0,180,60,khong bi benh,co,khong,xe may
526,FSI_527,2,1,1,4,0,100,1,4,3,18/12/2019 ,2,0,28/02/2020 ,nghi phep,chua co gia dinh,1,180,50,dang bi benh,khong,khong,xe may
527,FSI_528,0,0,1,2,0,80,0,2,1,10/02/2020 ,1,3,06/01/2020 ,part time,co gia dinh,0,180,70,khong bi benh,co,co,bus
528,FSI_529,0,0,0,2,0,70,2,0,1,14/01/2020 ,1,5,27/09/2019 ,part time,co gia dinh,1,180,70,dang bi benh,khong,khong,bus
529,FSI_530,2,5,1,2,2,90,4,0,2,06/07/2020 ,0,0,16/12/2019 ,nghi phep,co gia dinh,0,175,50,dang bi benh,co,co,oto
530,FSI_531,1,4,2,1,0,80,1,1,1,01/11/2019 ,4,0,26/06/2020 ,full time,chua co gia dinh,2,160,40,dang bi benh,khong,co,xe may
531,FSI_532,0,4,4,0,5,100,0,0,1,05/01/2020 ,0,2,05/02/2020 ,full time,co gia dinh,3,150,40,khong bi benh,khong,co,oto
532,FSI_533,0,3,0,5,0,70,0,4,1,28/03/2020 ,5,1,25/05/2020 ,nghi phep,co gia dinh,0,150,40,khong bi benh,co,co,oto
533,FSI_534,1,0,0,2,3,90,1,0,2,09/07/2020 ,2,2,15/12/2019 ,nghi phep,co gia dinh,2,160,50,khong bi benh,co,khong,bus
534,FSI_535,0,1,0,0,4,90,4,0,2,26/01/2020 ,5,2,04/10/2019 ,part time,co gia dinh,1,180,60,dang bi benh,co,khong,xe may
535,FSI_536,0,4,3,0,1,90,1,0,1,05/04/2020 ,2,5,19/09/2019 ,nghi phep,co gia dinh,0,180,70,dang bi benh,co,co,xe may
536,FSI_537,3,5,1,2,5,90,1,1,2,31/08/2020 ,0,1,10/06/2020 ,full time,chua co gia dinh,2,175,50,khong bi benh,co,khong,oto
537,FSI_538,5,0,1,1,2,70,0,1,1,07/01/2020 ,5,1,17/06/2020 ,full time,co gia dinh,1,175,50,khong bi benh,co,co,oto
538,FSI_539,0,5,3,4,0,80,3,3,1,27/11/2019 ,0,2,02/12/2019 ,full time,co gia dinh,2,150,50,khong bi benh,khong,khong,xe may
539,FSI_540,0,4,0,0,0,90,2,2,1,22/06/2020 ,3,1,29/01/2020 ,full time,co gia dinh,1,160,50,dang bi benh,co,khong,bus
540,FSI_541,5,0,1,2,4,80,5,3,1,27/02/2020 ,1,0,02/09/2020 ,nghi phep,co gia dinh,2,170,70,dang bi benh,co,khong,oto
541,FSI_542,1,3,0,0,0,70,2,2,1,26/02/2020 ,5,1,22/07/2020 ,full time,chua co gia dinh,3,150,40,dang bi benh,khong,co,xe may
542,FSI_543,2,0,0,0,3,90,2,0,2,02/04/2020 ,0,3,14/11/2019 ,part time,co gia dinh,0,150,70,dang bi benh,co,co,bus
543,FSI_544,1,1,1,0,4,80,0,4,2,02/08/2020 ,0,5,16/04/2020 ,full time,co gia dinh,1,165,40,dang bi benh,co,co,xe may
544,FSI_545,5,5,1,3,0,90,4,1,3,02/01/2020 ,1,0,02/04/2020 ,full time,chua co gia dinh,2,175,60,dang bi benh,co,co,bus
545,FSI_546,4,5,3,5,5,70,0,1,1,19/03/2020 ,4,4,01/04/2020 ,full time,chua co gia dinh,1,150,60,dang bi benh,khong,khong,bus
546,FSI_547,0,0,3,4,3,70,4,3,2,14/11/2019 ,1,3,07/04/2020 ,full time,co gia dinh,2,150,70,khong bi benh,co,khong,xe may
547,FSI_548,2,2,1,4,0,90,2,4,1,20/04/2020 ,1,0,14/04/2020 ,nghi phep,co gia dinh,1,175,70,dang bi benh,co,khong,xe may
548,FSI_549,0,5,2,1,0,90,5,5,1,02/08/2020 ,2,0,23/06/2020 ,part time,co gia dinh,1,160,40,dang bi benh,co,co,oto
549,FSI_550,0,4,0,0,5,80,1,2,1,31/05/2020 ,1,1,01/08/2020 ,full time,chua co gia dinh,2,180,40,dang bi benh,co,khong,oto
550,FSI_551,1,1,0,0,0,90,4,0,1,04/03/2020 ,3,5,22/03/2020 ,full time,co gia dinh,2,180,40,dang bi benh,khong,khong,xe may
551,FSI_552,3,4,4,3,5,90,0,2,1,25/06/2020 ,3,0,17/06/2020 ,part time,chua co gia dinh,1,180,40,dang bi benh,khong,khong,xe may
552,FSI_553,0,2,1,1,2,100,1,2,2,03/12/2019 ,3,0,18/10/2019 ,part time,chua co gia dinh,0,170,70,dang bi benh,co,khong,oto
553,FSI_554,0,1,5,1,2,70,3,0,1,08/06/2020 ,2,0,04/08/2020 ,nghi phep,co gia dinh,1,160,60,khong bi benh,co,co,xe may
554,FSI_555,5,4,0,0,1,80,0,4,2,28/10/2019 ,2,5,14/02/2020 ,nghi phep,co gia dinh,2,180,70,dang bi benh,khong,khong,xe may
555,FSI_556,1,2,4,3,1,70,4,3,2,10/06/2020 ,1,0,24/07/2020 ,nghi phep,co gia dinh,0,170,70,dang bi benh,co,co,oto
556,FSI_557,3,3,0,2,1,70,3,0,2,30/09/2019 ,1,1,30/06/2020 ,part time,chua co gia dinh,2,170,50,khong bi benh,khong,co,oto
557,FSI_558,0,0,5,0,2,100,2,0,2,06/08/2020 ,2,0,25/11/2019 ,nghi phep,co gia dinh,0,175,50,khong bi benh,khong,khong,xe may
558,FSI_559,5,0,0,3,0,100,0,1,2,28/06/2020 ,5,1,12/09/2019 ,full time,chua co gia dinh,1,170,60,dang bi benh,co,khong,xe may
559,FSI_560,1,0,3,0,3,90,0,2,2,13/10/2019 ,2,5,13/04/2020 ,nghi phep,co gia dinh,2,150,50,dang bi benh,co,khong,oto
560,FSI_561,3,2,2,2,0,90,1,0,1,09/07/2020 ,1,2,18/10/2019 ,nghi phep,chua co gia dinh,1,170,50,khong bi benh,co,co,xe may
561,FSI_562,0,3,1,0,0,70,1,2,1,27/02/2020 ,1,1,28/06/2020 ,part time,chua co gia dinh,2,175,50,dang bi benh,khong,khong,bus
562,FSI_563,2,0,0,5,1,70,5,2,1,16/12/2019 ,5,0,20/04/2020 ,full time,chua co gia dinh,0,150,70,dang bi benh,co,co,oto
563,FSI_564,2,1,0,0,2,100,3,1,2,19/01/2020 ,2,2,20/01/2020 ,part time,co gia dinh,2,180,50,khong bi benh,khong,co,bus
564,FSI_565,2,0,0,4,0,90,0,0,1,29/06/2020 ,0,0,11/06/2020 ,full time,co gia dinh,1,150,40,dang bi benh,co,khong,xe may
565,FSI_566,1,5,5,0,3,80,3,3,1,17/10/2019 ,0,3,16/11/2019 ,full time,co gia dinh,2,165,50,dang bi benh,khong,khong,bus
566,FSI_567,2,1,5,2,2,80,2,2,1,24/06/2020 ,1,2,16/02/2020 ,nghi phep,co gia dinh,1,150,50,dang bi benh,khong,co,oto
567,FSI_568,1,2,0,2,0,100,3,4,1,21/10/2019 ,1,2,30/12/2019 ,part time,co gia dinh,1,180,70,dang bi benh,co,khong,bus
568,FSI_569,5,5,3,4,0,90,2,0,3,09/03/2020 ,0,2,24/09/2019 ,full time,chua co gia dinh,1,170,60,khong bi benh,co,khong,xe may
569,FSI_570,1,4,0,4,0,70,5,4,2,06/02/2020 ,2,3,08/07/2020 ,nghi phep,chua co gia dinh,1,180,40,khong bi benh,co,co,xe may
570,FSI_571,3,0,1,0,4,70,5,1,1,12/09/2019 ,0,1,12/02/2020 ,nghi phep,chua co gia dinh,1,160,40,dang bi benh,co,khong,xe may
571,FSI_572,1,2,3,4,0,100,2,1,1,18/06/2020 ,0,0,29/08/2020 ,full time,co gia dinh,0,175,40,khong bi benh,co,co,xe may
572,FSI_573,0,0,3,5,2,100,1,1,2,08/05/2020 ,4,5,24/09/2019 ,part time,co gia dinh,0,165,60,dang bi benh,co,co,xe may
573,FSI_574,2,5,0,0,1,70,5,3,2,01/02/2020 ,0,5,29/02/2020 ,part time,co gia dinh,1,165,70,khong bi benh,khong,co,xe may
574,FSI_575,3,0,0,3,3,70,3,0,2,10/11/2019 ,0,2,13/06/2020 ,full time,co gia dinh,2,150,70,dang bi benh,co,khong,bus
575,FSI_576,0,0,0,1,0,90,0,3,2,15/04/2020 ,1,0,09/08/2020 ,part time,co gia dinh,0,165,60,khong bi benh,khong,khong,xe may
576,FSI_577,1,0,5,3,1,80,1,1,2,26/10/2019 ,3,1,10/02/2020 ,part time,chua co gia dinh,2,165,70,dang bi benh,co,khong,oto
577,FSI_578,1,1,1,0,4,90,3,3,1,06/06/2020 ,0,1,18/02/2020 ,part time,co gia dinh,1,170,70,khong bi benh,co,khong,oto
578,FSI_579,1,0,0,5,0,100,0,0,3,07/05/2020 ,0,3,17/11/2019 ,nghi phep,chua co gia dinh,2,180,50,khong bi benh,co,khong,bus
579,FSI_580,3,3,5,0,1,90,1,5,1,03/11/2019 ,4,0,14/11/2019 ,part time,chua co gia dinh,0,170,40,dang bi benh,co,co,oto
580,FSI_581,1,2,0,0,0,70,0,2,1,01/05/2020 ,1,3,20/06/2020 ,nghi phep,chua co gia dinh,0,150,60,khong bi benh,co,co,xe may
581,FSI_582,2,5,3,0,3,80,4,2,1,30/12/2019 ,0,5,10/02/2020 ,full time,chua co gia dinh,1,165,60,khong bi benh,co,co,oto
582,FSI_583,0,5,5,2,0,80,0,5,1,16/10/2019 ,0,1,03/07/2020 ,full time,chua co gia dinh,0,175,40,dang bi benh,co,co,oto
583,FSI_584,2,0,0,1,0,80,2,0,1,28/03/2020 ,0,5,04/11/2019 ,full time,co gia dinh,0,170,50,dang bi benh,co,khong,bus
584,FSI_585,4,5,0,4,5,80,1,0,2,04/11/2019 ,4,1,28/09/2019 ,part time,chua co gia dinh,2,165,50,dang bi benh,khong,khong,xe may
585,FSI_586,5,0,1,5,1,70,5,2,1,23/10/2019 ,0,0,09/05/2020 ,part time,chua co gia dinh,2,165,40,khong bi benh,khong,co,xe may
586,FSI_587,2,5,2,0,1,70,3,5,1,24/01/2020 ,0,3,09/05/2020 ,nghi phep,co gia dinh,2,160,70,khong bi benh,co,khong,xe may
587,FSI_588,2,4,2,0,5,70,1,1,3,19/03/2020 ,2,1,30/06/2020 ,part time,chua co gia dinh,1,165,50,dang bi benh,khong,co,xe may
588,FSI_589,3,0,2,2,0,70,0,0,3,06/01/2020 ,0,3,01/12/2019 ,nghi phep,co gia dinh,1,165,40,dang bi benh,khong,co,xe may
589,FSI_590,2,0,4,4,2,80,0,1,2,26/04/2020 ,0,3,14/05/2020 ,part time,chua co gia dinh,2,180,50,dang bi benh,co,co,oto
590,FSI_591,0,0,0,5,1,70,4,0,1,23/10/2019 ,2,2,13/12/2019 ,nghi phep,chua co gia dinh,2,160,50,khong bi benh,co,co,xe may
591,FSI_592,5,2,0,5,0,70,5,1,1,09/03/2020 ,2,3,17/07/2020 ,nghi phep,co gia dinh,0,150,60,dang bi benh,co,khong,xe may
592,FSI_593,0,0,2,0,0,80,4,0,1,10/01/2020 ,0,2,17/05/2020 ,nghi phep,chua co gia dinh,2,150,60,dang bi benh,co,co,bus
593,FSI_594,5,0,0,0,2,100,0,1,1,05/12/2019 ,1,0,30/09/2019 ,full time,chua co gia dinh,2,175,60,khong bi benh,co,co,oto
594,FSI_595,0,0,2,1,0,80,0,0,1,06/07/2020 ,0,5,02/08/2020 ,full time,chua co gia dinh,2,175,70,dang bi benh,khong,khong,oto
595,FSI_596,3,3,4,5,0,100,5,2,1,20/09/2019 ,3,4,19/09/2019 ,part time,co gia dinh,2,175,70,dang bi benh,khong,co,xe may
596,FSI_597,1,2,2,0,2,90,5,5,1,06/12/2019 ,1,2,04/01/2020 ,part time,co gia dinh,2,170,60,dang bi benh,co,co,xe may
597,FSI_598,3,0,0,0,2,100,5,5,1,24/06/2020 ,0,1,20/11/2019 ,full time,chua co gia dinh,2,170,60,dang bi benh,khong,khong,xe may
598,FSI_599,5,2,1,1,4,90,3,5,3,12/08/2020 ,4,4,13/11/2019 ,part time,co gia dinh,1,165,40,khong bi benh,co,co,bus
599,FSI_600,0,2,0,2,0,80,4,4,3,21/12/2019 ,4,2,15/12/2019 ,nghi phep,chua co gia dinh,2,160,70,dang bi benh,khong,co,oto
600,FSI_601,5,3,3,0,4,80,5,0,2,18/11/2019 ,0,5,18/09/2019 ,part time,co gia dinh,2,165,50,khong bi benh,khong,co,oto
601,FSI_602,5,4,1,1,0,90,4,4,1,12/08/2020 ,1,0,07/07/2020 ,full time,chua co gia dinh,3,175,40,khong bi benh,co,co,oto
602,FSI_603,0,3,3,0,0,100,5,2,1,08/12/2019 ,4,0,01/05/2020 ,part time,chua co gia dinh,2,165,60,dang bi benh,khong,khong,bus
603,FSI_604,3,1,2,5,3,70,1,1,2,14/02/2020 ,5,0,21/10/2019 ,part time,chua co gia dinh,1,165,50,khong bi benh,khong,co,oto
604,FSI_605,3,0,4,2,1,70,3,4,1,19/06/2020 ,1,4,07/11/2019 ,part time,chua co gia dinh,2,180,70,khong bi benh,khong,khong,xe may
605,FSI_606,5,0,5,0,3,70,2,0,2,28/08/2020 ,1,3,14/06/2020 ,nghi phep,co gia dinh,1,150,70,khong bi benh,co,khong,xe may
606,FSI_607,0,0,2,3,0,80,4,2,2,21/11/2019 ,5,0,05/08/2020 ,nghi phep,chua co gia dinh,1,150,50,khong bi benh,khong,khong,xe may
607,FSI_608,0,2,1,2,4,80,2,0,1,09/07/2020 ,2,1,05/06/2020 ,nghi phep,chua co gia dinh,0,150,60,dang bi benh,co,co,xe may
608,FSI_609,0,4,2,1,3,100,0,1,1,13/05/2020 ,5,0,15/06/2020 ,full time,chua co gia dinh,1,180,40,khong bi benh,co,co,xe may
609,FSI_610,1,1,4,5,1,70,1,0,1,29/03/2020 ,5,1,11/07/2020 ,nghi phep,chua co gia dinh,2,170,50,dang bi benh,khong,khong,bus
610,FSI_611,2,2,4,3,2,90,2,4,2,28/12/2019 ,0,1,07/06/2020 ,part time,chua co gia dinh,2,160,40,dang bi benh,khong,co,xe may
611,FSI_612,2,0,2,3,4,90,2,0,2,14/12/2019 ,5,4,25/10/2019 ,full time,co gia dinh,3,170,70,khong bi benh,khong,khong,bus
612,FSI_613,2,5,0,5,3,90,0,4,3,08/10/2019 ,2,0,12/05/2020 ,full time,co gia dinh,0,180,40,dang bi benh,co,khong,xe may
613,FSI_614,0,0,0,1,4,100,4,1,1,14/07/2020 ,2,2,13/03/2020 ,part time,chua co gia dinh,2,150,60,khong bi benh,khong,co,xe may
614,FSI_615,2,2,0,0,2,100,0,0,1,22/04/2020 ,5,0,16/05/2020 ,nghi phep,co gia dinh,2,160,40,khong bi benh,co,khong,xe may
615,FSI_616,4,4,2,0,0,80,2,5,1,27/07/2020 ,2,1,15/10/2019 ,part time,chua co gia dinh,3,165,60,khong bi benh,co,khong,xe may
616,FSI_617,0,0,0,0,0,70,1,1,2,01/03/2020 ,1,5,26/06/2020 ,full time,chua co gia dinh,1,165,40,dang bi benh,khong,khong,oto
617,FSI_618,5,0,0,1,1,100,1,3,1,10/11/2019 ,3,0,21/04/2020 ,nghi phep,chua co gia dinh,2,175,40,khong bi benh,khong,co,bus
618,FSI_619,2,1,0,3,0,70,0,0,2,08/09/2019 ,1,1,01/01/2020 ,full time,chua co gia dinh,0,175,40,dang bi benh,khong,khong,xe may
619,FSI_620,0,3,2,5,3,90,2,2,3,25/03/2020 ,5,0,17/04/2020 ,full time,co gia dinh,0,160,40,dang bi benh,co,co,xe may
620,FSI_621,3,5,0,4,1,100,0,3,2,01/11/2019 ,3,0,11/10/2019 ,part time,chua co gia dinh,0,150,50,dang bi benh,khong,co,xe may
621,FSI_622,3,0,1,2,1,90,1,0,1,30/05/2020 ,5,0,11/04/2020 ,part time,chua co gia dinh,3,175,40,khong bi benh,co,khong,oto
622,FSI_623,1,3,2,2,2,90,0,1,3,25/10/2019 ,4,1,05/07/2020 ,full time,co gia dinh,0,175,50,dang bi benh,co,co,bus
623,FSI_624,4,4,5,4,0,100,1,4,1,10/12/2019 ,4,0,06/01/2020 ,nghi phep,co gia dinh,1,160,40,dang bi benh,khong,co,bus
624,FSI_625,3,1,0,3,1,80,1,2,1,11/03/2020 ,3,1,19/01/2020 ,part time,co gia dinh,2,180,50,dang bi benh,co,co,xe may
625,FSI_626,1,0,2,2,0,80,0,1,1,07/11/2019 ,0,0,10/10/2019 ,part time,chua co gia dinh,2,175,40,khong bi benh,khong,khong,xe may
626,FSI_627,1,0,4,3,0,90,0,4,1,30/08/2020 ,0,0,26/09/2019 ,full time,co gia dinh,2,175,40,dang bi benh,co,co,bus
627,FSI_628,2,4,5,1,0,70,5,2,3,02/12/2019 ,4,0,10/09/2019 ,part time,co gia dinh,0,165,70,khong bi benh,khong,co,oto
628,FSI_629,4,5,3,1,0,100,1,0,1,28/10/2019 ,5,0,10/08/2020 ,part time,chua co gia dinh,3,180,50,dang bi benh,co,khong,xe may
629,FSI_630,1,0,3,1,1,100,3,0,2,25/12/2019 ,0,0,07/02/2020 ,nghi phep,co gia dinh,3,150,40,dang bi benh,khong,khong,xe may
630,FSI_631,5,1,2,1,2,80,0,0,1,27/08/2020 ,0,5,25/09/2019 ,part time,co gia dinh,1,180,50,dang bi benh,khong,co,xe may
631,FSI_632,1,0,2,3,0,100,2,0,1,25/10/2019 ,4,2,25/06/2020 ,full time,chua co gia dinh,2,180,40,khong bi benh,co,co,xe may
632,FSI_633,3,4,1,1,0,100,1,1,1,22/12/2019 ,0,5,06/03/2020 ,nghi phep,chua co gia dinh,2,150,60,khong bi benh,co,khong,xe may
633,FSI_634,0,5,2,4,2,100,1,4,1,08/10/2019 ,2,5,20/07/2020 ,nghi phep,chua co gia dinh,2,160,70,dang bi benh,khong,co,xe may
634,FSI_635,0,0,0,0,3,90,0,5,1,13/06/2020 ,2,1,18/08/2020 ,nghi phep,chua co gia dinh,0,175,50,dang bi benh,co,khong,oto
635,FSI_636,0,0,3,2,2,70,3,5,1,13/05/2020 ,1,2,09/07/2020 ,nghi phep,co gia dinh,2,165,40,khong bi benh,co,khong,xe may
