,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
2398,FSI_2399,4,3,1,2,4,100,5,1,3,04/06/2020 ,3,4,24/04/2020 ,full time,chua co gia dinh,0,170,70,dang bi benh,co,co,oto
2399,FSI_2400,2,1,2,2,0,70,4,1,1,19/07/2020 ,1,0,29/09/2019 ,nghi phep,co gia dinh,0,160,70,khong bi benh,khong,khong,bus
2400,FSI_2401,5,3,4,5,4,90,4,1,1,03/11/2019 ,0,1,14/10/2019 ,part time,co gia dinh,2,150,60,dang bi benh,co,co,oto
2401,FSI_2402,1,3,0,2,4,70,5,0,1,24/02/2020 ,2,1,18/02/2020 ,full time,co gia dinh,0,180,50,khong bi benh,khong,khong,bus
2402,FSI_2403,0,2,1,1,2,90,0,1,1,24/11/2019 ,5,0,07/02/2020 ,full time,chua co gia dinh,2,175,50,dang bi benh,khong,co,oto
2403,FSI_2404,3,0,1,4,2,100,3,4,3,13/07/2020 ,0,0,18/08/2020 ,part time,co gia dinh,0,165,60,khong bi benh,co,khong,xe may
2404,FSI_2405,2,1,3,1,0,90,0,1,1,17/09/2019 ,5,3,18/01/2020 ,full time,chua co gia dinh,0,150,50,khong bi benh,khong,co,bus
2405,FSI_2406,0,0,1,1,1,90,3,2,1,29/11/2019 ,0,4,05/11/2019 ,part time,co gia dinh,1,150,50,dang bi benh,co,khong,bus
2406,FSI_2407,1,2,0,0,2,80,2,3,1,21/05/2020 ,2,0,22/10/2019 ,full time,co gia dinh,0,175,50,khong bi benh,co,khong,xe may
2407,FSI_2408,2,5,2,4,0,100,0,3,1,19/10/2019 ,3,1,13/12/2019 ,nghi phep,chua co gia dinh,1,150,60,dang bi benh,khong,co,bus
2408,FSI_2409,2,1,1,4,0,100,3,4,3,02/08/2020 ,1,2,10/03/2020 ,part time,co gia dinh,1,170,60,khong bi benh,khong,co,xe may
2409,FSI_2410,0,0,4,5,1,80,0,5,1,27/03/2020 ,0,0,22/08/2020 ,part time,co gia dinh,3,170,40,dang bi benh,co,khong,xe may
2410,FSI_2411,1,3,4,2,0,80,1,5,1,24/03/2020 ,3,5,22/02/2020 ,part time,chua co gia dinh,0,160,40,dang bi benh,co,khong,oto
2411,FSI_2412,3,4,0,0,0,90,2,3,1,11/08/2020 ,4,1,30/05/2020 ,nghi phep,chua co gia dinh,0,180,60,dang bi benh,co,khong,bus
2412,FSI_2413,1,4,4,3,3,80,5,4,2,25/08/2020 ,5,4,13/11/2019 ,full time,co gia dinh,1,150,70,dang bi benh,khong,co,oto
2413,FSI_2414,1,2,0,0,4,80,4,1,1,04/03/2020 ,5,0,26/08/2020 ,part time,co gia dinh,0,150,40,khong bi benh,khong,khong,xe may
2414,FSI_2415,2,0,0,1,3,70,4,5,1,29/03/2020 ,5,1,15/03/2020 ,part time,chua co gia dinh,1,180,40,dang bi benh,khong,khong,oto
2415,FSI_2416,2,4,0,0,0,70,1,4,1,18/08/2020 ,4,0,10/03/2020 ,part time,chua co gia dinh,2,175,60,khong bi benh,co,co,oto
2416,FSI_2417,0,4,2,3,2,90,0,3,2,03/11/2019 ,4,3,04/02/2020 ,nghi phep,co gia dinh,2,170,70,khong bi benh,co,khong,xe may
2417,FSI_2418,3,4,2,0,2,100,1,0,3,12/10/2019 ,0,4,08/08/2020 ,full time,chua co gia dinh,2,180,40,khong bi benh,khong,co,xe may
2418,FSI_2419,0,3,3,0,5,70,1,0,2,02/01/2020 ,0,3,16/07/2020 ,full time,chua co gia dinh,3,170,70,khong bi benh,khong,co,xe may
2419,FSI_2420,2,0,1,0,5,80,0,4,3,25/06/2020 ,1,5,21/01/2020 ,nghi phep,co gia dinh,2,160,70,dang bi benh,khong,co,bus
2420,FSI_2421,0,1,2,2,1,100,0,0,1,02/08/2020 ,1,5,20/08/2020 ,full time,co gia dinh,0,175,70,dang bi benh,khong,co,oto
2421,FSI_2422,0,1,5,3,4,80,0,0,1,19/06/2020 ,0,1,19/08/2020 ,nghi phep,co gia dinh,2,150,40,dang bi benh,co,khong,oto
2422,FSI_2423,0,2,2,3,2,100,3,0,1,11/12/2019 ,4,5,19/11/2019 ,part time,co gia dinh,2,165,40,khong bi benh,khong,khong,xe may
2423,FSI_2424,2,1,1,0,1,90,0,5,1,28/08/2020 ,4,2,20/10/2019 ,part time,co gia dinh,3,170,60,dang bi benh,khong,khong,xe may
2424,FSI_2425,0,3,0,3,0,90,0,0,1,10/11/2019 ,4,2,16/02/2020 ,full time,chua co gia dinh,2,165,40,khong bi benh,khong,khong,oto
2425,FSI_2426,3,4,3,5,2,70,1,0,1,07/03/2020 ,1,1,12/01/2020 ,part time,co gia dinh,2,150,60,khong bi benh,co,khong,xe may
2426,FSI_2427,2,4,0,1,0,70,1,0,1,10/09/2019 ,0,2,21/06/2020 ,nghi phep,co gia dinh,0,165,40,dang bi benh,khong,co,oto
2427,FSI_2428,0,4,1,3,0,80,0,1,1,24/08/2020 ,5,1,30/01/2020 ,part time,co gia dinh,2,160,40,khong bi benh,co,khong,bus
2428,FSI_2429,2,2,1,0,0,90,2,0,2,03/08/2020 ,0,1,04/08/2020 ,part time,co gia dinh,0,175,40,dang bi benh,co,khong,oto
2429,FSI_2430,2,0,0,0,0,90,0,5,1,05/06/2020 ,1,4,30/01/2020 ,full time,co gia dinh,2,150,60,khong bi benh,co,khong,xe may
2430,FSI_2431,0,2,4,1,3,70,0,0,1,12/12/2019 ,0,4,25/04/2020 ,part time,co gia dinh,1,150,50,dang bi benh,khong,co,xe may
2431,FSI_2432,1,3,5,3,3,80,0,4,3,01/12/2019 ,1,4,10/03/2020 ,full time,chua co gia dinh,2,165,70,dang bi benh,khong,co,xe may
2432,FSI_2433,2,5,2,1,2,80,2,2,2,07/03/2020 ,0,0,24/10/2019 ,nghi phep,chua co gia dinh,0,150,50,dang bi benh,co,khong,xe may
2433,FSI_2434,0,2,1,3,3,90,4,4,1,05/09/2020 ,2,1,25/09/2019 ,part time,co gia dinh,0,150,50,dang bi benh,co,khong,xe may
2434,FSI_2435,1,4,0,0,5,90,1,4,3,25/02/2020 ,3,3,04/11/2019 ,nghi phep,co gia dinh,0,165,40,dang bi benh,co,khong,oto
2435,FSI_2436,2,0,4,3,2,80,4,1,1,24/02/2020 ,1,1,10/02/2020 ,part time,co gia dinh,2,165,50,khong bi benh,co,co,oto
2436,FSI_2437,2,0,3,0,2,70,0,3,2,29/08/2020 ,2,5,30/09/2019 ,nghi phep,co gia dinh,3,175,60,dang bi benh,co,co,xe may
2437,FSI_2438,2,0,1,0,5,100,1,1,1,18/02/2020 ,2,0,06/01/2020 ,part time,co gia dinh,2,165,40,khong bi benh,khong,khong,oto
2438,FSI_2439,5,1,0,0,3,70,0,2,2,08/01/2020 ,4,4,27/04/2020 ,nghi phep,co gia dinh,2,150,60,dang bi benh,co,khong,xe may
2439,FSI_2440,2,0,5,4,3,90,4,4,3,02/11/2019 ,2,5,28/12/2019 ,part time,chua co gia dinh,1,150,70,dang bi benh,khong,co,bus
2440,FSI_2441,0,1,4,1,1,80,4,0,3,08/06/2020 ,4,0,26/09/2019 ,part time,chua co gia dinh,1,175,40,dang bi benh,khong,co,xe may
2441,FSI_2442,4,0,4,2,0,100,1,5,2,18/06/2020 ,2,4,26/12/2019 ,nghi phep,co gia dinh,2,150,70,dang bi benh,khong,khong,bus
2442,FSI_2443,2,5,3,2,0,80,5,4,2,15/04/2020 ,5,5,16/11/2019 ,part time,chua co gia dinh,1,150,40,dang bi benh,khong,khong,bus
2443,FSI_2444,2,1,3,0,3,90,0,4,2,15/05/2020 ,1,1,26/10/2019 ,part time,co gia dinh,1,170,40,dang bi benh,co,co,xe may
2444,FSI_2445,3,1,0,0,2,90,1,5,1,20/12/2019 ,3,2,28/03/2020 ,full time,co gia dinh,0,160,60,dang bi benh,khong,khong,oto
2445,FSI_2446,4,2,3,1,0,70,0,3,1,10/03/2020 ,4,4,30/12/2019 ,full time,chua co gia dinh,1,160,60,dang bi benh,co,khong,xe may
2446,FSI_2447,2,4,4,0,2,70,3,0,2,21/03/2020 ,5,3,23/11/2019 ,part time,co gia dinh,2,180,40,dang bi benh,co,khong,xe may
2447,FSI_2448,0,0,4,1,0,70,0,1,2,14/11/2019 ,0,3,09/08/2020 ,nghi phep,co gia dinh,1,175,50,dang bi benh,khong,co,xe may
2448,FSI_2449,4,4,2,2,2,100,4,4,2,21/05/2020 ,2,5,05/08/2020 ,nghi phep,co gia dinh,1,165,50,dang bi benh,co,khong,xe may
2449,FSI_2450,0,5,0,2,1,90,1,0,1,03/06/2020 ,0,5,09/11/2019 ,full time,co gia dinh,3,160,40,dang bi benh,khong,khong,xe may
2450,FSI_2451,1,1,5,0,1,80,4,1,1,13/06/2020 ,2,2,25/08/2020 ,full time,co gia dinh,0,180,50,dang bi benh,khong,co,xe may
2451,FSI_2452,0,1,2,5,2,70,1,2,3,30/07/2020 ,3,1,28/09/2019 ,full time,co gia dinh,2,175,50,khong bi benh,co,co,bus
2452,FSI_2453,0,4,4,1,1,90,0,0,2,04/01/2020 ,3,5,19/03/2020 ,nghi phep,co gia dinh,1,175,40,khong bi benh,khong,co,bus
2453,FSI_2454,2,0,4,1,1,100,4,1,3,20/04/2020 ,0,4,14/11/2019 ,part time,co gia dinh,2,165,60,dang bi benh,co,co,xe may
2454,FSI_2455,2,4,1,1,2,80,1,5,2,30/08/2020 ,0,0,28/03/2020 ,part time,chua co gia dinh,1,175,70,khong bi benh,co,khong,xe may
2455,FSI_2456,4,2,0,2,4,100,2,0,1,03/11/2019 ,5,0,25/07/2020 ,nghi phep,chua co gia dinh,1,160,60,dang bi benh,khong,khong,xe may
2456,FSI_2457,4,2,0,0,5,80,3,2,1,07/02/2020 ,1,0,13/01/2020 ,part time,co gia dinh,0,160,50,dang bi benh,khong,co,xe may
2457,FSI_2458,0,2,2,1,1,70,0,2,1,14/02/2020 ,5,2,05/06/2020 ,nghi phep,co gia dinh,3,150,60,khong bi benh,khong,khong,xe may
2458,FSI_2459,0,2,0,5,0,90,5,4,1,08/08/2020 ,1,2,10/09/2019 ,full time,co gia dinh,2,170,60,khong bi benh,co,co,bus
2459,FSI_2460,5,2,0,4,0,80,4,0,1,09/12/2019 ,1,0,29/01/2020 ,nghi phep,chua co gia dinh,1,175,70,khong bi benh,co,co,xe may
2460,FSI_2461,1,1,1,1,1,70,2,0,2,13/03/2020 ,2,0,18/12/2019 ,nghi phep,co gia dinh,1,175,60,khong bi benh,khong,co,bus
2461,FSI_2462,3,5,1,0,2,90,5,0,2,05/05/2020 ,5,2,30/10/2019 ,full time,co gia dinh,2,170,60,dang bi benh,co,co,bus
2462,FSI_2463,0,3,2,5,1,100,0,1,1,16/11/2019 ,2,4,19/03/2020 ,full time,chua co gia dinh,0,165,50,khong bi benh,khong,khong,xe may
2463,FSI_2464,0,0,2,4,0,100,4,5,1,25/04/2020 ,4,5,20/02/2020 ,full time,co gia dinh,0,150,70,khong bi benh,khong,co,bus
2464,FSI_2465,3,2,1,0,0,100,0,5,2,02/04/2020 ,5,0,13/10/2019 ,part time,chua co gia dinh,2,160,50,khong bi benh,khong,co,xe may
2465,FSI_2466,1,1,4,2,2,80,0,4,2,03/05/2020 ,1,5,13/05/2020 ,part time,co gia dinh,1,175,50,khong bi benh,co,khong,oto
2466,FSI_2467,5,0,1,0,5,100,0,3,1,24/10/2019 ,2,0,21/07/2020 ,nghi phep,co gia dinh,1,175,50,khong bi benh,co,co,oto
2467,FSI_2468,4,4,0,3,0,100,1,3,2,30/11/2019 ,0,5,16/04/2020 ,nghi phep,chua co gia dinh,2,180,50,khong bi benh,co,khong,xe may
2468,FSI_2469,2,0,2,4,5,70,0,0,1,23/12/2019 ,1,0,28/10/2019 ,nghi phep,chua co gia dinh,2,160,40,dang bi benh,co,khong,xe may
2469,FSI_2470,1,0,2,1,1,90,4,5,1,20/06/2020 ,1,1,29/09/2019 ,full time,co gia dinh,0,175,70,dang bi benh,khong,co,xe may
2470,FSI_2471,3,3,5,4,3,100,5,3,1,18/01/2020 ,4,5,06/05/2020 ,part time,chua co gia dinh,0,160,40,khong bi benh,khong,co,xe may
2471,FSI_2472,4,5,0,0,0,70,1,0,1,01/03/2020 ,0,0,24/08/2020 ,part time,chua co gia dinh,1,165,40,dang bi benh,co,khong,oto
2472,FSI_2473,4,3,0,2,5,80,5,0,2,28/01/2020 ,0,0,19/10/2019 ,nghi phep,chua co gia dinh,1,165,60,dang bi benh,co,khong,oto
2473,FSI_2474,0,1,1,2,2,80,3,1,2,05/02/2020 ,4,4,24/10/2019 ,part time,co gia dinh,1,165,50,dang bi benh,co,khong,xe may
2474,FSI_2475,3,2,0,5,2,90,5,0,1,28/11/2019 ,0,0,13/07/2020 ,full time,co gia dinh,3,170,40,dang bi benh,co,khong,xe may
2475,FSI_2476,1,0,5,1,2,90,2,1,3,18/09/2019 ,1,4,01/07/2020 ,full time,chua co gia dinh,2,160,70,dang bi benh,khong,khong,bus
2476,FSI_2477,4,2,1,0,2,70,4,2,1,26/08/2020 ,4,0,13/02/2020 ,part time,co gia dinh,0,180,60,dang bi benh,co,co,oto
2477,FSI_2478,5,1,5,0,0,90,4,1,1,05/12/2019 ,0,1,14/05/2020 ,full time,co gia dinh,0,150,60,khong bi benh,co,co,xe may
2478,FSI_2479,4,2,3,0,0,90,5,0,2,23/01/2020 ,2,5,21/02/2020 ,nghi phep,co gia dinh,2,170,50,dang bi benh,khong,khong,oto
2479,FSI_2480,4,0,2,5,3,80,4,0,1,24/08/2020 ,3,2,05/09/2020 ,part time,chua co gia dinh,0,165,50,khong bi benh,co,khong,xe may
2480,FSI_2481,5,0,0,0,3,70,0,0,2,27/05/2020 ,3,2,22/03/2020 ,nghi phep,co gia dinh,0,175,60,khong bi benh,khong,co,xe may
2481,FSI_2482,1,2,3,2,4,90,4,0,1,10/07/2020 ,0,0,03/07/2020 ,part time,co gia dinh,2,160,40,khong bi benh,khong,khong,oto
2482,FSI_2483,1,1,3,1,1,70,0,3,1,05/12/2019 ,0,0,01/06/2020 ,nghi phep,chua co gia dinh,2,165,40,khong bi benh,co,khong,xe may
2483,FSI_2484,4,3,0,3,1,70,0,2,1,16/11/2019 ,3,5,10/05/2020 ,nghi phep,co gia dinh,0,160,40,khong bi benh,khong,co,xe may
2484,FSI_2485,2,3,4,1,2,90,0,2,1,07/06/2020 ,0,1,31/12/2019 ,nghi phep,co gia dinh,2,180,50,dang bi benh,khong,khong,xe may
2485,FSI_2486,3,0,4,3,0,70,0,5,2,16/02/2020 ,4,0,18/02/2020 ,full time,chua co gia dinh,1,170,70,dang bi benh,co,khong,bus
2486,FSI_2487,3,4,3,4,2,80,0,2,3,13/05/2020 ,0,2,10/07/2020 ,part time,co gia dinh,3,180,40,khong bi benh,khong,co,xe may
2487,FSI_2488,1,3,1,0,0,90,3,4,1,29/03/2020 ,1,4,04/03/2020 ,nghi phep,chua co gia dinh,1,160,70,khong bi benh,khong,co,xe may
2488,FSI_2489,0,1,5,1,2,100,0,4,1,20/02/2020 ,1,0,08/11/2019 ,part time,co gia dinh,0,160,50,dang bi benh,co,co,xe may
2489,FSI_2490,0,1,4,0,0,100,3,1,2,01/04/2020 ,2,5,24/03/2020 ,nghi phep,chua co gia dinh,0,165,60,dang bi benh,co,co,oto
2490,FSI_2491,0,1,2,0,2,90,1,0,1,15/01/2020 ,0,4,25/09/2019 ,full time,co gia dinh,2,160,60,khong bi benh,co,khong,xe may
2491,FSI_2492,1,1,0,5,0,70,5,0,2,19/02/2020 ,1,5,04/03/2020 ,full time,co gia dinh,0,180,50,dang bi benh,co,co,bus
2492,FSI_2493,0,5,0,1,1,100,5,1,1,25/01/2020 ,0,5,23/05/2020 ,part time,co gia dinh,1,170,50,khong bi benh,co,co,xe may
2493,FSI_2494,1,2,1,3,5,80,1,2,3,22/10/2019 ,5,0,01/10/2019 ,nghi phep,co gia dinh,0,150,60,dang bi benh,khong,khong,bus
2494,FSI_2495,3,0,3,1,0,80,1,4,1,08/06/2020 ,3,1,16/06/2020 ,full time,chua co gia dinh,2,160,50,khong bi benh,co,khong,xe may
2495,FSI_2496,3,2,0,3,1,70,0,4,2,19/05/2020 ,0,0,03/06/2020 ,nghi phep,co gia dinh,0,175,50,khong bi benh,co,khong,xe may
2496,FSI_2497,1,2,0,2,5,80,4,0,1,08/07/2020 ,1,0,18/07/2020 ,full time,chua co gia dinh,1,160,50,khong bi benh,co,co,oto
2497,FSI_2498,5,2,3,3,0,90,0,3,2,26/02/2020 ,2,2,21/07/2020 ,full time,co gia dinh,0,150,60,khong bi benh,khong,khong,xe may
2498,FSI_2499,4,2,0,3,3,90,5,4,2,18/08/2020 ,2,3,20/01/2020 ,full time,co gia dinh,1,150,60,dang bi benh,khong,co,xe may
2499,FSI_2500,0,3,0,4,1,100,0,2,3,13/07/2020 ,2,2,27/01/2020 ,part time,co gia dinh,2,150,40,khong bi benh,khong,co,bus
2500,FSI_2501,3,4,0,0,1,80,4,4,1,08/07/2020 ,0,0,18/08/2020 ,part time,co gia dinh,0,160,60,dang bi benh,co,co,xe may
2501,FSI_2502,0,4,3,4,1,90,0,0,3,16/06/2020 ,2,3,15/01/2020 ,part time,chua co gia dinh,1,170,40,dang bi benh,co,co,xe may
2502,FSI_2503,2,4,1,4,2,80,3,5,1,17/06/2020 ,0,0,19/01/2020 ,full time,co gia dinh,1,165,50,khong bi benh,khong,khong,oto
2503,FSI_2504,2,0,0,0,5,80,2,1,2,30/08/2020 ,2,2,12/02/2020 ,full time,chua co gia dinh,0,180,60,khong bi benh,khong,khong,xe may
2504,FSI_2505,2,5,1,2,0,100,2,2,1,10/08/2020 ,2,0,05/07/2020 ,part time,chua co gia dinh,1,175,60,khong bi benh,khong,khong,xe may
2505,FSI_2506,0,2,4,5,0,100,4,1,1,09/04/2020 ,1,0,19/10/2019 ,nghi phep,chua co gia dinh,1,180,70,khong bi benh,co,co,oto
2506,FSI_2507,0,4,2,2,0,100,2,3,1,09/02/2020 ,1,1,04/04/2020 ,full time,co gia dinh,0,175,70,khong bi benh,khong,co,xe may
2507,FSI_2508,4,1,2,0,2,90,0,4,1,03/12/2019 ,0,0,13/03/2020 ,nghi phep,chua co gia dinh,1,150,50,khong bi benh,co,co,oto
2508,FSI_2509,0,5,1,4,0,80,4,5,2,21/08/2020 ,0,5,03/10/2019 ,nghi phep,co gia dinh,3,180,60,dang bi benh,co,co,xe may
2509,FSI_2510,2,5,5,1,5,80,0,1,1,21/11/2019 ,0,0,27/01/2020 ,part time,chua co gia dinh,2,180,70,dang bi benh,co,co,oto
2510,FSI_2511,4,1,2,3,0,80,0,0,1,29/09/2019 ,4,1,23/11/2019 ,nghi phep,chua co gia dinh,1,150,70,dang bi benh,khong,khong,xe may
2511,FSI_2512,0,5,2,4,0,100,0,1,3,15/10/2019 ,0,4,30/08/2020 ,full time,chua co gia dinh,2,160,40,khong bi benh,co,khong,xe may
2512,FSI_2513,0,0,0,1,5,100,1,2,1,27/02/2020 ,5,3,02/04/2020 ,part time,chua co gia dinh,1,150,70,dang bi benh,co,co,bus
2513,FSI_2514,1,3,4,1,0,100,1,0,1,30/06/2020 ,1,5,26/03/2020 ,nghi phep,chua co gia dinh,2,180,40,khong bi benh,khong,khong,xe may
2514,FSI_2515,0,1,2,0,0,90,1,4,2,04/01/2020 ,4,3,08/08/2020 ,nghi phep,chua co gia dinh,2,150,50,dang bi benh,co,khong,xe may
2515,FSI_2516,0,0,1,4,0,80,5,2,2,18/10/2019 ,0,5,04/02/2020 ,full time,chua co gia dinh,2,160,40,khong bi benh,khong,khong,xe may
2516,FSI_2517,4,5,2,2,0,70,2,2,2,01/05/2020 ,3,0,23/10/2019 ,full time,co gia dinh,0,150,60,khong bi benh,co,co,xe may
2517,FSI_2518,4,0,0,0,2,80,3,0,2,18/02/2020 ,0,0,26/08/2020 ,full time,chua co gia dinh,0,150,40,dang bi benh,co,co,xe may
2518,FSI_2519,1,0,4,2,2,70,3,3,1,09/01/2020 ,1,3,30/10/2019 ,nghi phep,chua co gia dinh,1,165,50,dang bi benh,khong,co,xe may
2519,FSI_2520,0,5,0,2,5,100,2,2,1,12/11/2019 ,3,4,04/05/2020 ,part time,chua co gia dinh,1,150,40,khong bi benh,co,khong,xe may
2520,FSI_2521,0,4,1,5,1,70,4,0,2,03/11/2019 ,2,1,06/06/2020 ,part time,chua co gia dinh,2,180,70,khong bi benh,khong,khong,xe may
2521,FSI_2522,0,2,4,0,2,70,0,0,1,21/03/2020 ,5,1,31/10/2019 ,part time,co gia dinh,1,180,70,dang bi benh,khong,khong,bus
2522,FSI_2523,1,4,1,0,0,70,4,2,1,27/02/2020 ,2,1,04/08/2020 ,part time,chua co gia dinh,3,175,50,dang bi benh,co,khong,oto
2523,FSI_2524,4,0,3,2,0,80,2,2,1,10/03/2020 ,3,3,22/01/2020 ,full time,chua co gia dinh,2,180,50,khong bi benh,co,khong,xe may
2524,FSI_2525,2,0,1,3,0,100,3,5,1,12/10/2019 ,1,4,26/03/2020 ,nghi phep,co gia dinh,1,170,40,dang bi benh,co,co,xe may
2525,FSI_2526,2,0,2,4,0,100,3,0,1,31/12/2019 ,0,0,17/05/2020 ,full time,chua co gia dinh,1,150,50,khong bi benh,co,co,xe may
2526,FSI_2527,0,1,4,1,1,80,1,1,1,16/01/2020 ,0,2,12/10/2019 ,nghi phep,chua co gia dinh,0,180,70,khong bi benh,co,co,bus
2527,FSI_2528,0,2,1,1,5,100,2,1,1,02/04/2020 ,0,5,26/02/2020 ,full time,chua co gia dinh,1,180,50,dang bi benh,khong,khong,xe may
2528,FSI_2529,3,1,0,2,4,80,2,1,1,10/04/2020 ,3,4,10/02/2020 ,nghi phep,co gia dinh,1,150,60,khong bi benh,co,co,xe may
2529,FSI_2530,1,0,2,3,5,100,0,2,1,27/06/2020 ,4,0,07/09/2020 ,nghi phep,chua co gia dinh,2,180,40,khong bi benh,khong,khong,bus
2530,FSI_2531,5,0,3,4,4,100,0,0,2,20/07/2020 ,4,5,10/01/2020 ,nghi phep,co gia dinh,0,170,40,dang bi benh,khong,khong,xe may
2531,FSI_2532,1,2,5,1,2,90,0,0,1,28/04/2020 ,2,1,07/05/2020 ,part time,chua co gia dinh,1,180,70,dang bi benh,khong,khong,xe may
2532,FSI_2533,1,3,3,5,1,80,0,0,1,20/10/2019 ,1,2,05/12/2019 ,nghi phep,chua co gia dinh,1,160,70,dang bi benh,co,khong,xe may
2533,FSI_2534,1,1,3,3,4,90,0,4,2,19/08/2020 ,4,0,10/02/2020 ,nghi phep,chua co gia dinh,2,160,60,dang bi benh,co,co,xe may
2534,FSI_2535,0,3,3,1,0,80,0,0,3,09/05/2020 ,5,2,14/12/2019 ,nghi phep,co gia dinh,0,160,60,khong bi benh,khong,khong,xe may
2535,FSI_2536,1,3,1,1,2,80,1,5,1,04/10/2019 ,3,3,12/08/2020 ,nghi phep,chua co gia dinh,0,180,60,dang bi benh,co,co,xe may
2536,FSI_2537,1,0,2,5,2,100,2,0,2,08/11/2019 ,1,3,22/03/2020 ,nghi phep,co gia dinh,0,150,70,dang bi benh,co,co,xe may
2537,FSI_2538,0,0,2,0,1,70,1,0,2,02/09/2020 ,0,0,20/12/2019 ,full time,co gia dinh,1,170,70,dang bi benh,co,co,oto
2538,FSI_2539,1,4,0,2,1,100,2,2,2,20/08/2020 ,0,0,21/04/2020 ,part time,co gia dinh,1,165,40,dang bi benh,co,khong,oto
2539,FSI_2540,0,5,0,1,2,80,2,2,1,21/04/2020 ,0,0,06/02/2020 ,part time,chua co gia dinh,3,175,50,khong bi benh,khong,co,xe may
2540,FSI_2541,1,0,0,0,0,100,0,3,1,30/06/2020 ,0,0,10/07/2020 ,nghi phep,co gia dinh,2,150,40,dang bi benh,co,co,xe may
2541,FSI_2542,0,0,1,2,4,80,2,5,1,30/12/2019 ,1,0,14/12/2019 ,full time,co gia dinh,1,150,40,dang bi benh,khong,khong,xe may
2542,FSI_2543,5,3,0,5,0,80,1,1,1,11/12/2019 ,0,1,20/12/2019 ,full time,co gia dinh,2,170,50,khong bi benh,khong,co,xe may
2543,FSI_2544,2,3,0,4,1,90,0,0,2,30/08/2020 ,0,0,06/11/2019 ,full time,co gia dinh,2,170,70,dang bi benh,khong,khong,xe may
2544,FSI_2545,1,5,0,3,0,70,0,2,2,08/03/2020 ,2,1,02/04/2020 ,full time,co gia dinh,1,165,70,khong bi benh,co,co,xe may
2545,FSI_2546,0,5,5,3,4,80,2,3,1,24/11/2019 ,3,1,08/11/2019 ,part time,chua co gia dinh,0,175,50,khong bi benh,co,khong,bus
2546,FSI_2547,2,5,5,0,2,90,4,1,1,25/07/2020 ,1,5,01/01/2020 ,full time,co gia dinh,1,150,50,dang bi benh,khong,khong,xe may
2547,FSI_2548,3,3,2,4,3,80,0,1,3,10/12/2019 ,1,1,03/04/2020 ,full time,chua co gia dinh,0,150,40,dang bi benh,co,khong,oto
2548,FSI_2549,1,4,0,0,5,70,0,1,1,09/04/2020 ,0,0,09/12/2019 ,part time,co gia dinh,1,165,50,dang bi benh,khong,khong,oto
2549,FSI_2550,4,4,0,3,4,100,5,5,2,02/02/2020 ,1,1,22/01/2020 ,full time,chua co gia dinh,1,180,50,khong bi benh,khong,khong,oto
2550,FSI_2551,1,3,0,0,1,80,1,0,2,09/05/2020 ,1,4,12/04/2020 ,full time,chua co gia dinh,1,150,70,dang bi benh,khong,co,oto
2551,FSI_2552,1,3,2,1,2,80,3,0,1,01/06/2020 ,2,1,20/02/2020 ,part time,chua co gia dinh,0,175,40,dang bi benh,khong,co,oto
2552,FSI_2553,5,1,0,2,1,70,5,1,1,16/05/2020 ,3,4,18/08/2020 ,nghi phep,co gia dinh,2,160,60,khong bi benh,khong,khong,bus
2553,FSI_2554,1,0,0,0,2,100,2,2,1,22/07/2020 ,0,2,25/03/2020 ,nghi phep,co gia dinh,1,160,50,dang bi benh,khong,co,oto
2554,FSI_2555,0,1,2,1,1,80,1,3,1,28/06/2020 ,5,0,06/09/2020 ,part time,chua co gia dinh,1,150,50,khong bi benh,co,khong,oto
2555,FSI_2556,0,5,3,1,2,80,0,3,1,10/09/2019 ,0,2,19/11/2019 ,full time,co gia dinh,0,150,70,dang bi benh,khong,co,xe may
2556,FSI_2557,3,0,2,3,0,90,0,2,2,07/03/2020 ,2,0,10/01/2020 ,full time,chua co gia dinh,2,150,50,dang bi benh,khong,khong,xe may
2557,FSI_2558,0,2,3,3,0,70,2,5,1,27/11/2019 ,0,0,03/05/2020 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,co,khong,xe may
2558,FSI_2559,0,2,0,1,5,80,0,5,1,05/10/2019 ,2,1,13/05/2020 ,nghi phep,chua co gia dinh,1,165,50,khong bi benh,khong,khong,oto
2559,FSI_2560,3,0,0,0,1,70,3,0,3,29/02/2020 ,5,2,21/01/2020 ,nghi phep,co gia dinh,2,175,60,khong bi benh,co,khong,xe may
2560,FSI_2561,0,0,4,0,4,90,4,0,1,11/02/2020 ,1,0,09/04/2020 ,nghi phep,co gia dinh,2,160,50,dang bi benh,khong,khong,oto
2561,FSI_2562,4,3,5,0,0,70,4,2,1,16/06/2020 ,0,0,24/09/2019 ,full time,chua co gia dinh,0,180,60,khong bi benh,khong,co,xe may
